1,63
2,51
3,55
4,50
5,58
6,86
7,55
8,39
9,53
10,51
11,69
12,86
13,58
14,60
15,52
16,53
17,56
18,104
19,42
20,48
21,51
22,48
23,62
24,106
25,58
26,47
27,63
28,54
29,54
30,108
31,53
32,48
33,64
34,55
35,55
36,100
37,62
38,42
39,70
40,45
41,50
42,99
43,60
44,53
45,47
46,52
47,48
48,81
49,49
50,53
51,53
52,58
53,48
54,88
55,52
56,47
57,43
58,52
59,65
60,95
61,56
62,48
63,62
64,42
65,61
66,84
67,49
68,47
69,56
70,53
71,61
72,96
73,59
74,48
75,49
76,48
77,54
78,81
79,66
80,49
81,55
82,39
83,59
84,78
85,54
86,65
87,52
88,42
89,56
90,84
91,57
92,56
93,62
94,52
95,46
96,64
97,47
98,47
99,65
100,46
101,68
102,97
103,47
104,55
105,49
106,55
107,41
108,89
109,61
110,59
111,48
112,47
113,53
114,93
115,50
116,45
117,64
118,37
119,52
120,82
121,37
122,41
123,53
124,53
125,61
126,96
127,45
128,55
129,48
130,39
131,59
132,76
133,58
134,39
135,45
136,41
137,53
138,84
139,41
140,44
141,51
142,47
143,48
144,73
145,45
146,42
147,36
148,39
149,41
150,80
151,41
152,43
153,55
154,43
155,44
156,87
157,50
158,39
159,62
160,39
161,51
162,82
163,48
164,34
165,52
166,44
167,53
168,70
169,63
170,41
171,46
172,44
173,46
174,79
175,56
176,41
177,48
178,43
179,47
180,74
181,50
182,46
183,49
184,49
185,48
186,77
187,55
188,32
189,49
190,57
191,48
192,84
193,41
194,45
195,47
196,44
197,42
198,73
199,48
200,31
201,44
202,54
203,50
204,70
205,50
206,47
207,49
208,54
209,51
210,84
211,55
212,43
213,46
214,49
215,49
216,75
217,40
218,40
219,47
220,36
221,53
222,75
223,47
224,41
225,47
226,43
227,53
228,69
229,45
230,38
231,39
232,40
233,39
234,74
235,45
236,36
237,52
238,46
239,46
240,77
241,42
242,44
243,45
244,37
245,50
246,85
247,55
248,49
249,54
250,38
251,60
252,96
253,68
254,39
255,47
256,38
257,41
258,81
259,39
260,41
261,49
262,40
263,39
264,85
265,48
266,36
267,41
268,33
269,32
270,82
271,52
272,35
273,42
274,41
275,38
276,89
277,45
278,39
279,48
280,39
281,45
282,89
283,43
284,50
285,40
286,37
287,40
288,96
289,48
290,35
291,47
292,40
293,38
294,83
295,40
296,36
297,50
298,47
299,45
300,66
301,40
302,37
303,40
304,31
305,42
306,82
307,55
308,45
309,38
310,52
311,45
312,65
313,45
314,36
315,49
316,44
317,40
318,70
319,39
320,47
321,34
322,46
323,48
324,70
325,43
326,37
327,40
328,38
329,32
330,73
331,41
332,39
333,33
334,39
335,35
336,76
337,39
338,45
339,45
340,39
341,36
342,59
343,41
344,42
345,37
346,35
347,47
348,78
349,38
350,41
351,41
352,39
353,37
354,63
355,41
356,36
357,47
358,36
359,36
360,65
361,36
362,50
363,41
364,33
365,52
366,55
367,39
368,42
369,37
370,39
371,45
372,56
373,37
374,33
375,39
376,34
377,41
378,69
379,41
380,32
381,48
382,43
383,31
384,63
385,39
386,42
387,34
388,42
389,42
390,80
391,45
392,39
393,39
394,31
395,36
396,66
397,37
398,41
399,34
400,26
401,35
402,61
403,39
404,26
405,48
406,33
407,33
408,80
409,28
410,45
411,36
412,43
413,34
414,69
415,36
416,28
417,46
418,32
419,49
420,66
421,39
422,35
423,36
424,31
425,41
426,60
427,26
428,36
429,42
430,36
431,40
432,62
433,31
434,30
435,38
436,38
437,36
438,51
439,32
440,45
441,41
442,35
443,36
444,61
445,44
446,33
447,33
448,36
449,51
450,63
451,32
452,29
453,33
454,43
455,46
456,63
457,37
458,35
459,50
460,25
461,44
462,68
463,40
464,29
465,33
466,31
467,34
468,49
469,31
470,35
471,39
472,36
473,44
474,61
475,39
476,35
477,40
478,41
479,42
480,58
481,26
482,24
483,37
484,31
485,42
486,54
487,38
488,37
489,34
490,32
491,32
492,52
493,32
494,34
495,31
496,32
497,45
498,50
499,37
500,24
501,33
502,31
503,39
504,49
505,39
506,44
507,27
508,28
509,37
510,56
511,28
512,34
513,32
514,29
515,39
516,62
517,38
518,44
519,42
520,29
521,35
522,50
523,41
524,32
525,37
526,37
527,31
528,44
529,35
530,35
531,34
532,34
533,31
534,53
535,38
536,29
537,27
538,30
539,28
540,47
541,26
542,36
543,29
544,29
545,32
546,57
547,36
548,36
549,45
550,33
551,31
552,45
553,36
554,35
555,37
556,28
557,42
558,63
559,38
560,41
561,27
562,19
563,29
564,50
565,40
566,29
567,35
568,32
569,41
570,54
571,35
572,40
573,40
574,19
575,34
576,56
577,30
578,41
579,32
580,31
581,39
582,45
583,36
584,33
585,35
586,38
587,33
588,56
589,36
590,33
591,41
592,22
593,22
594,45
595,34
596,34
597,27
598,22
599,33
600,55
601,33
602,26
603,31
604,27
605,31
606,50
607,19
608,29
609,31
610,34
611,30
612,48
613,34
614,30
615,34
616,35
617,33
618,60
619,25
620,31
621,30
622,27
623,31
624,51
625,22
626,42
627,26
628,32
629,42
630,82
631,37
632,31
633,34
634,32
635,28
636,49
637,34
638,30
639,33
640,37
641,38
642,51
643,28
644,32
645,26
646,31
647,27
648,56
649,27
650,33
651,38
652,23
653,23
654,50
655,20
656,23
657,31
658,26
659,26
660,57
661,25
662,24
663,33
664,34
665,24
666,49
667,27
668,32
669,33
670,33
671,23
672,47
673,38
674,25
675,23
676,20
677,31
678,58
679,30
680,19
681,25
682,31
683,30
684,54
685,20
686,25
687,28
688,30
689,44
690,41
691,26
692,29
693,32
694,19
695,26
696,53
697,37
698,33
699,25
700,27
701,26
702,40
703,22
704,28
705,28
706,24
707,36
708,43
709,28
710,27
711,31
712,26
713,25
714,43
715,28
716,26
717,21
718,24
719,23
720,39
721,37
722,26
723,31
724,19
725,23
726,53
727,21
728,17
729,33
730,30
731,35
732,52
733,31
734,19
735,22
736,11
737,30
738,47
739,17
740,31
741,33
742,30
743,26
744,51
745,25
746,23
747,24
748,15
749,31
750,48
751,22
752,19
753,29
754,24
755,31
756,51
757,28
758,27
759,18
760,13
761,24
762,43
763,19
764,24
765,32
766,16
767,36
768,60
769,28
770,36
771,21
772,24
773,24
774,46
775,25
776,26
777,23
778,18
779,30
780,41
781,19
782,25
783,27
784,17
785,29
786,38
787,28
788,22
789,24
790,15
791,29
792,49
793,31
794,23
795,30
796,26
797,26
798,33
799,27
800,22
801,24
802,22
803,24
804,48
805,22
806,21
807,25
808,22
809,27
810,43
811,21
812,13
813,20
814,23
815,28
816,31
817,21
818,24
819,28
820,18
821,32
822,35
823,25
824,21
825,26
826,28
827,18
828,39
829,22
830,21
831,23
832,21
833,27
834,34
835,18
836,19
837,19
838,19
839,25
840,28
841,27
842,15
843,20
844,25
845,30
846,28
847,24
848,24
849,29
850,22
851,18
852,33
853,17
854,12
855,19
856,19
857,26
858,23
859,12
860,30
861,28
862,20
863,24
864,39
865,26
866,26
867,20
868,22
869,37
870,44
871,18
872,17
873,24
874,15
875,23
876,23
877,20
878,27
879,19
880,13
881,26
882,31
883,12
884,22
885,18
886,17
887,24
888,32
889,19
890,12
891,19
892,13
893,22
894,40
895,20
896,25
897,24
898,14
899,29
900,33
901,14
902,26
903,28
904,12
905,17
906,36
907,16
908,28
909,16
910,15
911,21
912,40
913,10
914,18
915,11
916,18
917,24
918,22
919,20
920,19
921,21
922,11
923,19
924,29
925,22
926,14
927,19
928,20
929,18
930,38
931,14
932,12
933,16
934,13
935,25
936,39
937,22
938,21
939,16
940,21
941,19
942,27
943,18
944,12
945,15
946,17
947,20
948,39
949,18
950,12
951,18
952,16
953,17
954,24
955,15
956,20
957,13
958,17
959,13
960,31
961,26
962,20
963,19
964,12
965,18
966,25
967,17
968,11
969,19
970,9
971,12
972,30
973,15
974,12
975,9
976,12
977,14
978,26
979,18
980,23
981,16
982,14
983,19
984,28
985,13
986,19
987,21
988,9
989,19
990,38
991,11
992,15
993,17
994,19
995,25
996,29
997,14
998,16
999,19
1000,8
1001,18
1002,25
1003,17
1004,14
1005,23
1006,11
1007,25
1008,30
1009,10
1010,8
1011,14
1012,15
1013,5
1014,23
1015,18
1016,13
1017,16
1018,8
1019,18
1020,42
1021,26
1022,15
1023,16
1024,11
1025,16
