1026,33
1027,10
1028,17
1029,18
1030,14
1031,28
1032,33
1033,10
1034,13
1035,12
1036,10
1037,17
1038,27
1039,15
1040,13
1041,15
1042,10
1043,15
1044,38
1045,13
1046,16
1047,17
1048,7
1049,11
1050,22
1051,17
1052,26
1053,23
1054,11
1055,19
1056,21
1057,14
1058,13
1059,14
1060,13
1061,20
1062,23
1063,17
1064,11
1065,16
1066,14
1067,16
1068,27
1069,11
1070,10
1071,11
1072,7
1073,12
1074,16
1075,13
1076,18
1077,12
1078,14
1079,20
1080,23
1081,21
1082,10
1083,8
1084,13
1085,8
1086,13
1087,10
1088,7
1089,14
1090,13
1091,12
1092,23
1093,13
1094,13
1095,5
1096,13
1097,16
1098,19
1099,11
1100,12
1101,7
1102,13
1103,18
1104,13
1105,15
1106,12
1107,8
1108,11
1109,11
1110,11
1111,11
1112,11
1113,7
1114,15
1115,13
1116,14
1117,19
1118,13
1119,14
1120,10
1121,17
1122,16
1123,15
1124,9
1125,5
1126,9
1127,16
1128,16
1129,7
1130,9
1131,11
1132,12
1133,8
1134,7
1135,12
1136,9
1137,9
1138,10
1139,9
1140,11
1141,14
1142,5
1143,10
1144,9
1145,12
1146,21
1147,14
1148,11
1149,12
1150,7
1151,12
1152,14
1153,6
1154,16
1155,7
1156,10
1157,14
1158,15
1159,13
1160,6
1161,11
1162,8
1163,9
1164,18
1165,7
1166,9
1167,9
1168,7
1169,9
1170,8
1171,8
1172,12
1173,12
1174,4
1175,9
1176,16
1177,7
1178,3
1179,9
1180,8
1181,12
1182,24
1183,8
1184,5
1185,12
1186,12
1187,8
1188,19
1189,7
1190,9
1191,12
1192,5
1193,9
1194,20
1195,12
1196,3
1197,4
1198,6
1199,10
1200,13
1201,11
1202,5
1203,4
1204,10
1205,7
1206,20
1207,8
1208,4
1209,5
1210,2
1211,7
1212,11
1213,8
1214,6
1215,9
1216,8
1217,16
1218,9
1219,11
1220,4
1221,6
1222,5
1223,3
1224,12
1225,3
1226,1
1227,8
1228,9
1229,7
1230,5
1231,9
1232,6
1233,11
1234,3
1235,5
1236,10
1237,6
1238,7
1239,4
1240,8
1241,9
1242,6
1243,10
1244,6
1245,5
1246,4
1247,9
1248,10
1249,3
1250,4
1251,4
1252,5
1253,5
1254,17
1255,4
1256,4
1257,4
1258,6
1259,5
1260,7
1261,5
1262,2
1263,5
1264,5
1265,10
1266,10
1267,5
1268,5
1269,2
1270,6
1271,9
1272,8
1273,10
1274,5
1275,4
1276,3
1277,5
1278,9
1279,4
1280,6
1281,8
1282,2
1283,4
1284,11
1285,5
1286,3
1287,7
1288,5
1289,3
1290,5
1291,4
1292,1
1293,2
1294,1
1295,3
1296,7
1297,8
1298,4
1299,3
1300,4
1301,4
1302,8
1303,4
1304,5
1305,3
1306,2
1307,4
1308,6
1309,2
1310,1
1311,3
1312,4
1313,3
1314,6
1315,7
1316,3
1317,5
1318,2
1319,2
1320,4
1321,2
1322,3
1323,2
1324,5
1325,3
1326,8
1327,2
1328,2
1329,2
1330,2
1331,1
1332,5
1333,3
1334,1
1335,3
1337,1
1338,3
1339,4
1340,2
1341,2
1342,6
1343,4
1344,5
1345,5
1346,2
1347,1
1349,2
1350,2
1351,2
1352,3
1353,1
1354,3
1355,2
1356,5
1357,2
1359,3
1360,1
1361,1
1362,3
1364,1
1365,1
1369,3
1370,1
1371,2
1374,2
1375,2
1376,1
1377,1
1378,1
1380,2
1382,1
1383,1
1386,1
1388,1
1390,1
1394,2
1396,1
